Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Academic Program Short Name
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4693,5562,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6171,6975,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9574,12466,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15367,18510,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1248,1248,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,5980,8845,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),8574,9206,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3049,3994,Electronics and Communication Engineering
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),4863,4863,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,25240,29856,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),33931,38970,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,704,704,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4140,4591,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6022,6022,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9278,12123,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),18314,18671,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1143,1143,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,6761,8273,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),6043,9688,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3016,3811,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5198,5198,Artificial Intelligence
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12919,24840,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15174,33057,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,896,1829,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),1757,1757,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3427,4092,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5407,5731,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,402,402,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,7453,10912,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),10755,17165,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1740,1740,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4063,8008,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),4670,9579,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,2356,3715,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2907,4728,Computer Science and Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,25415,37951,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),40721,44892,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2733,2985,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,5296,5701,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),6506,6797,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,12537,15961,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),16605,20240,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8113,10038,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),7134,10661,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4077,4698,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5329,5374,Electronics and Communication Engineering
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,25063,28979,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),36435,37482,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1853,1853,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,4222,4423,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),5824,5824,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,9836,12436,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15242,17864,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1688,1688,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,8268,8802,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),9994,9994,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3797,4204,Information Technology
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),5301,5301,Information Technology
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6224,8050,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12382,15247,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,486,524,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),576,576,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1055,1194,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2059,2625,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,80,80,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2293,3537,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5713,8273,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,288,288,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1765,2205,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3090,3637,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,91,91,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,535,1142,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2371,2378,Electronics and Communication Engineering
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2064,6094,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3100,11465,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,106,255,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),339,339,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,697,941,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1476,1845,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,56,56,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1484,2531,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3019,5444,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,144,210,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),234,234,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,742,1738,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1392,2999,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,43,50,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,546,904,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),738,1186,Information Technology
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1783,6150,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6587,11681,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,210,210,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,778,952,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1938,1938,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2207,2541,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5499,5695,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,198,198,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,628,1741,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2359,2359,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,494,609,Information Technology-Business Informatics
"Indian Institute of Information Technology, Allahabad","Information Technology-Business Informatics (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1699,1699,Information Technology-Business Informatics
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Gender-Neutral,25764,38708,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),35987,49575,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,1581,1581,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Gender-Neutral,5552,6692,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,EWS,Female-only (including Supernumerary),7356,7356,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Gender-Neutral,10963,14470,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),19279,19631,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,OBC-NCL (PwD),Gender-Neutral,902,902,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Gender-Neutral,6229,7518,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,SC,Female-only (including Supernumerary),7182,7182,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Gender-Neutral,3271,3659,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",AI,ST,Female-only (including Supernumerary),4736,4736,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics 
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,26579,28850,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),36985,41214,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,4187,4585,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,8610,9909,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),15086,15086,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,5181,6222,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),7728,7728,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,1875,1875,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,14526,24892,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),18590,30829,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN (PwD),Gender-Neutral,1371,1371,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,4475,4485,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,7116,9448,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),14575,14575,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,4928,4930,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),8189,8189,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,2491,2491,B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7634,19069,Computer Science and Engineering
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14284,23168,Computer Science and Engineering
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,458,458,Computer Science and Engineering
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),472,472,Computer Science and Engineering
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2587,3119,Computer Science and Engineering
"Indian Institute of Information Technology, Design &Manufacturing, Kancheepuram","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3352,4294,Computer Science and Engineering
